Date,Open,High,Low,Close,Adj Close,Volume,percentage change
2020-05-06,88.050003,88.690002,87.430000,88.440002,87.669945,7342300,0.44292900251236
2020-05-07,89.400002,90.239998,88.379997,88.559998,87.788902,4565900,-0.9396017686890069
2020-05-08,90.110001,90.639999,89.589996,90.459999,89.672363,5488000,0.388411936650627
2020-05-11,89.449997,91.419998,89.139999,90.930000,90.138268,4937600,1.6545590269835455
2020-05-12,91.529999,91.669998,88.150002,88.260002,87.491516,5622600,-3.5725959092384603
2020-05-13,87.379997,87.739998,85.199997,86.019997,85.271011,6739800,-1.5564202868992996
2020-05-14,85.000000,86.580002,84.110001,86.550003,85.796410,7431800,1.823532941176475
2020-05-15,85.250000,87.230003,84.879997,86.989998,86.232574,9165000,2.0410533724340176
2020-05-18,90.489998,91.599998,89.879997,91.040001,90.247307,8517200,0.6078052957852909
2020-05-19,90.849998,93.820000,90.820000,91.510002,90.713219,6514100,0.7264766257892495
2020-05-20,93.199997,93.860001,92.699997,92.949997,92.140678,6347000,-0.2682403519819856
2020-05-21,92.879997,94.379997,92.370003,94.260002,93.439278,7504300,1.4857935449761017
2020-05-22,94.419998,94.650002,93.349998,93.750000,92.933716,4049500,-0.709593321533439
2020-05-26,95.980003,97.430000,95.279999,96.620003,95.778732,7185200,0.6668055636547549
2020-05-27,98.120003,99.989998,97.620003,99.870003,99.000435,7915900,1.7835303164432232
2020-05-28,100.089996,100.690002,98.250000,98.459999,97.602699,7260700,-1.6285313868930549
2020-05-29,98.190002,99.250000,96.930000,98.580002,97.965431,10332500,0.3971891150383991
2020-06-01,98.400002,99.779999,97.889999,99.540001,98.919441,4295400,1.1585355455582238
2020-06-02,99.419998,100.879997,98.820000,100.739998,100.111954,10798700,1.3277006905592506
2020-06-03,101.260002,104.550003,101.120003,104.110001,103.460953,5867700,2.8145357927209966
2020-06-04,103.660004,103.900002,100.470001,101.279999,100.648590,8775000,-2.295972321205001
2020-06-05,104.000000,104.690002,102.129997,102.709999,102.069687,8363600,-1.2403855769230805
2020-06-08,103.050003,104.300003,102.709999,104.290001,103.639832,6165400,1.2032973934023077
2020-06-09,102.820000,103.769997,102.430000,102.629997,101.990181,5385900,-0.18479186928612154
2020-06-10,103.000000,103.150002,101.709999,102.120003,101.483360,5194200,-0.8543660194174787
2020-06-11,98.379997,98.989998,94.879997,95.169998,94.576683,10976900,-3.262857387564259
2020-06-12,97.800003,97.800003,94.739998,96.430000,95.828842,7416400,-1.4008210204247098
2020-06-15,93.900002,98.080002,93.440002,97.839996,97.230042,8645300,4.195946662493148
2020-06-16,101.250000,101.339996,97.720001,99.040001,98.422569,6054400,-2.1827150617283917
2020-06-17,99.000000,100.239998,98.889999,99.209999,98.591507,3405500,0.21212020202019824
2020-06-18,98.690002,99.419998,97.849998,98.449997,97.836235,4392400,-0.24319079454473072
2020-06-19,99.970001,99.980003,95.779999,95.779999,95.182884,10304000,-4.191259335888166
2020-06-22,96.849998,99.540001,96.019997,99.510002,98.889633,6918200,2.7465194165517697
2020-06-23,101.150002,102.220001,100.709999,101.919998,101.284607,6499000,0.7612417051657657
2020-06-24,100.940002,101.849998,98.089996,100.080002,99.456078,8611600,-0.8519912650685438
2020-06-25,99.230003,101.680000,98.800003,101.400002,100.767860,11531400,2.18683758379006
2020-06-26,98.500000,98.779999,93.570000,93.669998,93.086044,24918500,-4.903555329949231
2020-06-29,93.699997,96.000000,93.699997,95.870003,95.272324,9624200,2.3159082918647274
2020-06-30,96.000000,98.300003,95.639999,98.050003,97.438736,9065500,2.1354197916666706
2020-07-01,98.500000,98.720001,97.110001,97.400002,96.792786,5733800,-1.1167492385786797
2020-07-02,98.779999,99.660004,98.019997,98.430000,97.816360,5354900,-0.354321728632531
2020-07-06,99.620003,100.029999,99.040001,99.949997,99.326889,4995000,0.3312527505143713
2020-07-07,99.220001,99.550003,96.919998,97.070000,96.464836,6352900,-2.1669028203295455
2020-07-08,97.500000,98.980003,96.959999,98.839996,98.223808,5634600,1.374354871794871
2020-07-09,98.550003,98.910004,96.370003,96.989998,96.385338,6282300,-1.5829578412087961
2020-07-10,97.000000,98.050003,95.720001,97.989998,97.379105,3967000,1.0206164948453607
2020-07-13,98.250000,98.940002,96.260002,96.459999,95.858650,4845600,-1.8218839694656528
2020-07-14,96.330002,97.250000,95.510002,96.760002,96.156776,4850600,0.4463822184909815
2020-07-15,98.410004,99.040001,97.309998,98.540001,97.925674,5343700,0.1320973424612431
2020-07-16,97.500000,98.230003,97.040001,97.260002,96.653664,3594700,-0.24615179487179478
2020-07-17,96.949997,97.230003,96.040001,96.279999,95.679764,7405700,-0.6910758336588629
2020-07-20,95.500000,96.349998,95.110001,95.650002,95.053696,5822300,0.1570701570680635
2020-07-21,96.919998,99.000000,96.099998,98.360001,97.746803,5855600,1.4857645787404887
2020-07-22,98.160004,98.989998,97.910004,98.910004,98.293373,4097000,0.7640586485713672
2020-07-23,98.349998,100.180000,97.720001,98.300003,97.687180,4530500,-0.05083375802406785
2020-07-24,98.139999,99.360001,97.699997,98.430000,97.816360,5638400,0.29549725183918507
2020-07-27,96.959999,98.400002,96.889999,97.209999,96.603966,4273400,0.2578382864876061
2020-07-28,96.949997,97.470001,96.160004,96.269997,95.669830,3822600,-0.7013924920492701
2020-07-29,96.430000,97.550003,96.300003,96.970001,96.365463,6872400,0.5599927408482728
2020-07-30,96.470001,97.230003,95.800003,96.820000,96.216400,4018400,0.3628060499346288
2020-07-31,96.889999,97.650002,96.300003,97.610001,97.001472,5509900,0.7431128160090019
2020-08-03,98.029999,99.290001,97.820000,98.330002,97.716995,5472700,0.30603183011354473
2020-08-04,97.790001,97.949997,96.550003,97.330002,96.723221,7539300,-0.4703947185766063
2020-08-05,97.120003,101.250000,97.080002,100.940002,100.310722,7217500,3.9332772672999297
2020-08-06,100.639999,101.180000,100.029999,100.449997,99.823769,4060900,-0.1887937220667171
2020-08-07,101.000000,101.910004,99.889999,101.860001,101.224991,5545600,0.8514861386138584
2020-08-10,102.470001,106.830002,102.400002,105.410004,104.752853,12678000,2.869135328690008
2020-08-11,106.849998,107.330002,104.860001,105.120003,104.464661,5400700,-1.619087536155127
2020-08-12,105.720001,105.889999,103.379997,105.220001,104.564034,4714800,-0.47294740377461786
2020-08-13,105.300003,106.989998,105.199997,106.519997,105.855927,4281700,1.1585887609139003
2020-08-14,106.120003,106.779999,105.459999,106.430000,105.766495,2985700,0.29211929064872894
2020-08-17,106.500000,106.500000,105.120003,105.660004,105.001289,3017000,-0.788728638497652
2020-08-18,106.459999,107.000000,105.470001,106.970001,106.303131,5023000,0.4790550486478965
2020-08-19,107.690002,109.690002,107.349998,108.389999,107.714264,9508100,0.6500111310240259
2020-08-20,107.559998,108.739998,107.349998,108.010002,107.336639,4304000,0.4183748683223357
2020-08-21,108.000000,109.769997,107.750000,109.750000,109.065788,5564000,1.6203703703703702
2020-08-24,110.000000,112.000000,109.900002,111.830002,111.132835,8173100,1.6636381818181758
2020-08-25,112.000000,112.279999,111.089996,111.510002,110.814819,4380900,-0.4374982142857142
2020-08-26,111.919998,112.089996,111.290001,111.529999,110.834702,4477900,-0.3484623007230603
2020-08-27,111.989998,112.790001,110.500000,110.839996,110.148994,4390800,-1.0268792039803418
2020-08-28,111.010002,112.669998,110.570000,112.290001,111.837166,3731100,1.1530483532465874
2020-08-31,112.139999,112.519997,111.139999,111.889999,111.438774,3519800,-0.22293561818205473
2020-09-01,112.000000,114.900002,111.830002,114.839996,114.376869,4912400,2.5357107142857136
2020-09-02,115.059998,117.410004,114.500000,116.800003,116.328979,6775400,1.5122588477708916
2020-09-03,116.800003,116.900002,112.000000,112.849998,112.394897,7264400,-3.3818535090277386
2020-09-04,112.959999,113.750000,110.209999,112.400002,111.946724,5157600,-0.4957480567966326
2020-09-08,111.290001,113.839996,110.540001,112.720001,112.265427,5300100,1.2849312491245217
2020-09-09,113.019997,116.209999,112.830002,114.900002,114.436638,5997900,1.6634268712642037
2020-09-10,115.900002,118.230003,114.000000,114.790001,114.327080,5032800,-0.9577230205742334
2020-09-11,116.760002,119.250000,116.419998,118.000000,117.524132,8565200,1.062005805721038
2020-09-14,118.500000,119.930000,118.169998,119.279999,118.798973,4990300,0.6582270042194124
2020-09-15,119.699997,120.480003,119.180000,119.269997,118.789009,5934200,-0.3592314208662784
2020-09-16,118.309998,119.690002,118.160004,118.589996,118.111755,7023700,0.2366646984475532
2020-09-17,117.339996,118.550003,115.800003,116.360001,115.890747,7376400,-0.8351755866771995
2020-09-18,115.430000,117.910004,114.489998,114.660004,114.197609,12876600,-0.6670674867885351
2020-09-21,112.949997,114.059998,111.739998,113.370003,112.912804,8486400,0.37185127149671443
2020-09-22,113.099998,117.199997,112.849998,116.870003,116.398689,13007200,3.333337813144787
2020-09-23,130.220001,130.380005,125.260002,127.110001,126.597397,37822700,-2.3882659930251418
2020-09-24,126.440002,127.540001,123.300003,124.750000,124.246910,13485800,-1.3366039016671376
2020-09-25,123.650002,124.750000,122.269997,124.230003,123.729012,9182800,0.4690667129952782
2020-09-28,125.160004,126.190002,123.889999,124.320000,123.818649,7525000,-0.6711441140574009
2020-09-29,124.339996,127.099998,123.959999,126.349998,125.840454,7796400,1.6165369669144916
2020-09-30,126.099998,127.279999,125.160004,125.540001,125.033722,8699700,-0.4440896184629564
2020-10-01,127.730003,127.730003,125.309998,126.639999,126.129288,5637200,-0.8533656732161773
2020-10-02,124.349998,126.800003,123.589996,126.639999,126.129288,7491100,1.8415770300213463
2020-10-05,127.070000,128.500000,126.449997,127.910004,127.394173,8270300,0.661056110805074
2020-10-06,128.839996,130.440002,127.269997,127.650002,127.135216,5978000,-0.9236215747786989
2020-10-07,128.399994,130.410004,128.250000,130.059998,129.535492,4390500,1.292838066643535
2020-10-08,130.399994,130.929993,129.509995,129.710007,129.186905,3595600,-0.5291311593158525
2020-10-09,129.990005,131.190002,129.330002,130.979996,130.451782,4293400,0.7615900930229239
2020-10-12,131.190002,131.339996,129.259995,129.460007,128.937912,5136500,-1.3186942401296726
2020-10-13,128.050003,129.869995,127.959999,129.199997,128.678970,4245000,0.8980819781784718
2020-10-14,129.529999,129.600006,127.010002,127.660004,127.145180,3586600,-1.4436771515762945
2020-10-15,126.480003,129.100006,126.110001,129.000000,128.479767,4235800,1.9924074479979286
2020-10-16,129.509995,130.190002,127.550003,128.000000,127.483803,6010900,-1.1659293168840008
2020-10-19,129.100006,129.779999,127.050003,127.430000,126.916107,5160800,-1.2935754627308078
2020-10-20,128.000000,129.899994,127.720001,128.490005,127.971832,3799200,0.38281640624999724
2020-10-21,128.500000,131.380005,128.449997,129.429993,128.908020,4916300,0.7237299610894911
2020-10-22,129.600006,130.259995,128.860001,130.020004,129.495667,2869900,0.3240725158608346
2020-10-23,130.000000,130.600006,128.649994,129.990005,129.465790,4046300,-0.007688461538464253
2020-10-26,129.059998,129.619995,126.680000,128.369995,127.852310,5422500,-0.5346373862488503
2020-10-27,128.779999,129.490005,127.900002,127.989998,127.473846,2985700,-0.6134500746501821
2020-10-28,125.279999,126.400002,121.040001,122.080002,121.587685,8618300,-2.554276042099913
2020-10-29,122.279999,124.190002,121.150002,122.860001,122.364540,4947000,0.47432286943344937
2020-10-30,123.660004,123.660004,118.800003,120.080002,119.595741,7791600,-2.895036296456862
2020-11-02,122.370003,124.099998,121.099998,122.389999,121.896423,4740400,0.016340605957169192
2020-11-03,124.010002,125.500000,123.190002,124.589996,124.087547,3490900,0.4676993715394015
2020-11-04,125.330002,128.929993,125.260002,127.339996,126.826469,5061800,1.6037612446539384
2020-11-05,129.190002,130.410004,128.460007,129.699997,129.176956,3940000,0.3947635204773846
2020-11-06,129.910004,129.910004,128.350006,128.899994,128.380173,2954000,-0.777468993073077
2020-11-09,135.059998,136.350006,128.770004,128.949997,128.429962,7491700,-4.523916104307961
2020-11-10,130.050003,130.119995,126.250000,127.709999,127.194969,8014700,-1.799310992711017
2020-11-11,128.690002,129.800003,127.180000,127.660004,127.145180,6058700,-0.8003714227931956
2020-11-12,126.620003,127.839996,125.629997,126.639999,126.129288,4780400,0.01579213356992743
2020-11-13,127.910004,128.600006,126.830002,128.279999,127.762680,3986100,0.28926197203465254
2020-11-16,129.460007,130.320007,127.370003,130.110001,129.585297,6116200,0.502080924497417
2020-11-17,130.479996,132.600006,129.110001,132.210007,131.676834,7002900,1.3258821681754118
2020-11-18,133.070007,133.979996,131.529999,131.630005,131.099167,5572800,-1.0821386670551483
2020-11-19,131.919998,132.110001,129.929993,131.910004,131.378036,4642800,-0.007575803632142303
2020-11-20,133.300003,133.529999,131.910004,132.979996,132.443710,4318100,-0.240065260913763
2020-11-23,134.380005,134.889999,133.089996,134.130005,133.589096,6118400,-0.18603958230244147
2020-11-24,135.000000,135.990005,134.210007,134.699997,134.156784,7204700,-0.22222444444444725
2020-11-25,134.250000,135.800003,133.619995,135.539993,134.993393,4484500,0.9608886405959104
2020-11-27,136.000000,136.130005,133.339996,134.250000,133.708603,3506800,-1.2867647058823528
2020-11-30,133.910004,135.289993,132.690002,134.699997,134.156784,9652500,0.5899432278412969
2020-12-01,136.440002,136.500000,134.750000,135.440002,134.893799,3833100,-0.7329228857677678
2020-12-02,135.160004,136.320007,134.669998,135.580002,135.033234,4132700,0.31074133439654306
2020-12-03,135.100006,137.949997,135.000000,136.960007,136.407669,4930900,1.3767586361172943
2020-12-04,137.080002,137.399994,135.639999,137.190002,136.911652,4344000,0.08024511117236868
2020-12-07,137.000000,138.860001,136.800003,138.750000,138.468491,4590800,1.2773722627737227
2020-12-08,138.240005,140.440002,137.649994,139.119995,138.837723,6953600,0.6365668172537988
2020-12-09,140.570007,140.570007,138.270004,138.789993,138.508392,4341300,-1.266282927623383
2020-12-10,138.279999,139.139999,137.240005,137.580002,137.300858,4511000,-0.5062170994085675
2020-12-11,137.389999,138.139999,136.229996,137.410004,137.131210,4172400,0.014560739606670797
2020-12-14,138.919998,139.000000,136.199997,136.279999,136.003494,7599000,-1.9003736236736692
2020-12-15,137.429993,139.440002,137.250000,139.389999,139.107178,7637000,1.4261850395349964
2020-12-16,139.070007,140.490005,137.460007,138.339996,138.059311,6573400,-0.5249233934388099
2020-12-17,139.919998,140.740005,138.750000,140.500000,140.214935,8727000,0.41452401964728974
2020-12-18,141.089996,141.139999,137.169998,137.279999,137.001465,17970800,-2.700401947704364
2020-12-21,144.820007,147.949997,142.509995,144.020004,143.727798,16111300,-0.552411932972772
2020-12-22,143.050003,143.470001,141.089996,142.449997,142.160980,6339400,-0.4194379499593632
2020-12-23,142.559998,143.600006,141.699997,141.759995,141.472366,3388300,-0.5611693400837476
2020-12-24,141.100006,142.190002,141.100006,141.600006,141.312714,1821900,0.35435859584584284
2020-12-28,142.539993,142.919998,141.039993,142.429993,142.141006,4081500,-0.07717132412095294
2020-12-29,142.830002,143.059998,140.429993,141.570007,141.282776,3232400,-0.8821640988284825
2020-12-30,142.160004,142.610001,140.660004,141.580002,141.292740,3052100,-0.4079923914464571
2020-12-31,141.699997,141.789993,140.369995,141.470001,141.182968,2949900,-0.16231193004188976
2021-01-04,142.850006,142.970001,138.320007,140.100006,139.815750,6178500,-1.9250961739546584
2021-01-05,138.600006,141.660004,138.600006,141.229996,140.943451,4163100,1.8975396003951053
2021-01-06,141.250000,143.570007,139.529999,142.350006,142.061188,6072900,0.7787653097345187
2021-01-07,143.199997,145.639999,143.000000,144.949997,144.655899,5256900,1.2220670647081089
2021-01-08,145.550003,146.820007,144.899994,146.350006,146.053070,3950500,0.5496413490283499
2021-01-11,146.000000,147.100006,144.800003,147.050003,146.751648,4252000,0.719180136986304
2021-01-12,146.500000,146.850006,144.380005,145.050003,144.755707,3678800,-0.9897590443685982
2021-01-13,144.830002,145.130005,142.429993,143.039993,142.749771,3330100,-1.2359379792040586
2021-01-14,143.660004,144.899994,140.929993,141.300003,141.013321,4104000,-1.6427682961779557
2021-01-15,140.559998,142.380005,139.880005,140.720001,140.434494,6412400,0.11383252865441063
2021-01-19,140.990005,141.220001,138.410004,139.270004,138.987427,6537800,-1.2199453429340585
2021-01-20,140.380005,143.210007,140.009995,142.800003,142.510269,4654400,1.723890806244089
2021-01-21,142.410004,143.809998,141.130005,141.610001,141.322678,4011200,-0.561760394304866
2021-01-22,141.089996,141.880005,139.309998,139.350006,139.067276,4150500,-1.2332483162023804
2021-01-25,138.990005,139.179993,134.740005,137.550003,137.270920,5998700,-1.036047160369548
2021-01-26,137.759995,137.850006,134.710007,135.100006,134.825897,5312300,-1.9308863941233416
2021-01-27,132.220001,132.860001,130.270004,131.020004,130.754166,7815900,-0.9075760028166966
2021-01-28,132.360001,136.369995,131.500000,134.720001,134.446655,6244600,1.7830160034525724
2021-01-29,133.949997,135.029999,132.149994,133.589996,133.318954,7166100,-0.26875775144659597
2021-02-01,135.369995,136.050003,133.300003,135.710007,135.434662,4366800,0.2511723517460436
2021-02-02,137.059998,139.860001,136.750000,139.589996,139.306778,7132800,1.8459054698074677
2021-02-03,139.699997,140.059998,138.009995,138.630005,138.348740,4678600,-0.7659212762903531
2021-02-04,139.550003,141.050003,138.919998,140.630005,140.344681,4533700,0.7739175756234182
2021-02-05,141.339996,145.570007,141.289993,145.110001,144.815582,6151500,2.6673306259326606
2021-02-08,145.149994,145.880005,142.800003,143.410004,143.119034,6304300,-1.198753063675639
2021-02-09,143.600006,144.220001,141.699997,141.789993,141.502304,3436300,-1.2604546827108054
2021-02-10,142.449997,142.600006,140.899994,142.460007,142.170959,4125700,0.007027027175012211
2021-02-11,143.000000,144.350006,142.410004,143.539993,143.248764,3828700,0.3776174825174893
2021-02-12,143.110001,143.449997,141.399994,142.119995,141.831635,3637000,-0.6917797450088916
2021-02-16,143.369995,143.369995,141.029999,141.710007,141.422485,4873400,-1.1578350128281714
2021-02-17,141.300003,144.559998,140.210007,143.990005,143.697861,6437100,1.9037522596513974
2021-02-18,142.979996,145.389999,141.210007,145.089996,144.795624,4486800,1.4757309127355225
2021-02-19,145.429993,145.500000,141.500000,142.020004,141.731857,7486000,-2.3447632291366443
2021-02-22,141.539993,142.460007,136.259995,136.669998,136.392700,8985900,-3.4407201079909737
2021-02-23,136.029999,136.830002,131.580002,136.130005,135.853806,10364100,0.07351760695080765
2021-02-24,135.059998,135.960007,133.949997,135.649994,135.374771,6360900,0.43683992946600303
2021-02-25,137.600006,139.179993,134.529999,135.539993,135.264984,5674300,-1.4971024056496027
2021-02-26,135.899994,136.850006,133.360001,134.779999,134.779999,6650200,-0.8241317508814525
2021-03-01,135.639999,139.149994,135.500000,137.649994,137.649994,5717800,1.481860081700534
2021-03-02,137.559998,138.259995,135.610001,137.020004,137.020004,5292700,-0.39255161954858936
2021-03-03,137.089996,137.410004,134.149994,134.259995,134.259995,4888400,-2.0643380863473144
2021-03-04,134.000000,135.130005,130.179993,132.039993,132.039993,7181500,-1.462691791044769
2021-03-05,133.539993,133.679993,129.190002,133.350006,133.350006,5957100,-0.14226973937313453
2021-03-08,133.639999,135.630005,132.369995,134.559998,134.559998,4983000,0.6884158985963615
2021-03-09,135.509995,138.000000,135.449997,135.949997,135.949997,5977800,0.3247007720721949
2021-03-10,136.500000,138.199997,136.100006,137.589996,137.589996,4519600,0.798531868131878
2021-03-11,139.179993,142.199997,138.559998,141.190002,141.190002,5696500,1.444179552444723
2021-03-12,140.000000,140.910004,138.600006,140.449997,140.449997,4143200,0.3214264285714259
2021-03-15,140.699997,145.000000,140.669998,144.940002,144.940002,5413900,3.0135075269404563
2021-03-16,145.880005,146.149994,143.839996,144.649994,144.649994,5623000,-0.8431662721700748
2021-03-17,143.199997,146.149994,143.199997,144.820007,144.820007,5134400,1.131291923141596
2021-03-18,144.369995,146.660004,142.550003,143.169998,143.169998,10188400,-0.8311955680264422
2021-03-19,140.000000,142.860001,135.509995,137.490005,137.490005,24980400,-1.792853571428574
2021-03-22,137.630005,138.809998,136.029999,138.270004,138.270004,7537300,0.4650141515289408
2021-03-23,138.490005,140.639999,136.550003,137.119995,137.119995,5582600,-0.9892482854629169
2021-03-24,136.449997,137.919998,132.880005,133.160004,133.160004,8157600,-2.4111345345064463
2021-03-25,127.050003,129.389999,125.440002,128.639999,128.639999,18475800,1.2514726190128347
2021-03-26,131.600006,133.190002,129.770004,132.990005,132.990005,10010500,1.0562301950046937
2021-03-29,132.940002,133.910004,130.660004,133.490005,133.490005,7153900,0.41372272583537634
2021-03-30,132.350006,133.350006,131.220001,132.949997,132.949997,6026600,0.4533365869284423
2021-03-31,133.089996,134.179993,131.919998,132.889999,132.889999,6878900,-0.15027200090983892
2021-04-01,134.690002,134.690002,132.210007,132.529999,132.529999,5720600,-1.6036847337785245
2021-04-05,133.100006,135.679993,133.100006,135.119995,135.119995,5508900,1.5176475649444983
2021-04-06,135.440002,137.710007,134.929993,137.160004,137.160004,4670100,1.269936484495913
2021-04-07,136.990005,138.240005,136.360001,136.539993,136.539993,6646000,-0.3284998785130249
2021-04-08,137.279999,137.309998,133.410004,133.679993,133.679993,8748400,-2.6223820121094317
2021-04-09,133.940002,135.500000,133.500000,135.449997,135.449997,6056800,1.1273667145383524
2021-04-12,134.750000,136.899994,134.220001,136.639999,136.639999,5638200,1.4025966604823665
2021-04-13,135.600006,135.990005,133.399994,133.539993,133.539993,8778200,-1.5191835610980708
2021-04-14,133.539993,134.179993,131.820007,132.259995,132.259995,7354100,-0.9585128553960656
2021-04-15,133.000000,134.070007,132.679993,133.669998,133.669998,6284800,0.5037578947368365
2021-04-16,134.710007,134.770004,133.729996,134.309998,134.309998,6852500,-0.2969408204395558
2021-04-19,134.300003,134.380005,132.149994,132.570007,132.570007,5613600,-1.2881578267723492
2021-04-20,129.169998,129.899994,125.699997,127.110001,127.110001,13268700,-1.594795255783774
2021-04-21,127.589996,130.330002,127.370003,129.899994,129.899994,7110900,1.810485204498316
2021-04-22,129.889999,130.369995,127.980003,129.179993,129.179993,6442900,-0.5466209911973229
2021-04-23,128.929993,130.649994,128.460007,130.190002,130.190002,7489000,0.9772815236249929
2021-04-26,130.490005,131.699997,129.320007,131.600006,131.600006,8217800,0.8506406295256185
2021-04-27,132.000000,132.789993,131.410004,132.110001,132.110001,5833100,0.08333409090909934
2021-04-28,132.259995,132.330002,130.350006,130.710007,130.710007,8195400,-1.1719250405234125
2021-04-29,131.770004,134.119995,131.229996,133.259995,133.259995,6612500,1.1307512747741917
2021-04-30,132.440002,133.880005,132.050003,132.619995,132.619995,5643600,0.13590531356228466
2021-05-03,133.369995,134.449997,132.589996,133.029999,133.029999,5053000,-0.254926904660966
2021-05-04,132.229996,132.589996,130.479996,131.550003,131.550003,6129500,-0.5142501857142884
2021-05-05,132.699997,134.220001,132.080002,132.210007,132.210007,4216000,-0.36924642884506315
2021-05-06,132.600006,133.839996,131.940002,132.720001,132.720001,3573357,0.0904939627227383
